movie_title,production_date,genres,runtime_minutes,director_name,director_professions,director_birthYear,director_deathYear,movie_averageRating,movie_numerOfVotes,approval_Index,Production budget $,Domestic gross $,Worldwide gross $
The Weather Man,28/10/05,"Comedy,Drama",102,Gore Verbinski,"director,producer,writer",1964,alive,6.6,81249,5.357962813742062,20000000,12482775,15466961
Undisputed,23/8/02,"Action,Crime,Drama",96,Walter Hill,"producer,writer,director",1942,alive,6.1,33061,4.5385173450575405,20000000,12398628,12398628
12 Rounds,27/3/09,"Action,Crime,Thriller",108,Renny Harlin,"producer,director,writer",1959,alive,5.6,29457,4.108145529491956,20000000,12234694,17306648
Let Me In,1/10/10,"Drama,Fantasy,Horror",116,Matt Reeves,"producer,writer,director",1966,alive,7.1,123392,5.992132773,20000000,12134935,28270399
3 Ninjas Kick Back,6/5/94,"Action,Comedy,Family",93,Charles T. Kanganis,"director,writer,actor",\N,alive,4.5,9488,2.9002026536452568,20000000,11744960,11744960
Be Kind Rewind,22/2/08,Comedy,102,Michel Gondry,"director,writer,producer",1963,alive,6.4,92033,5.250290727293817,20000000,11175164,30894247
Mrs. Henderson Presents,9/12/05,"Comedy,Drama,Music",103,Stephen Frears,"director,producer,actor",1941,alive,7,15936,4.851732655,20000000,11036366,27836366
Deconstructing Harry,12/12/97,Comedy,96,Woody Allen,"writer,director,actor",1935,alive,7.3,45877,5.6332324886272485,20000000,10686841,10686841
Three to Tango,22/10/99,"Comedy,Romance",98,Damon Santostefano,"director,writer,producer",\N,alive,6,19401,4.226648007087148,20000000,10570375,10570375
We're No Angels,15/12/89,"Comedy,Crime",106,Neil Jordan,"writer,producer,director",1950,alive,6.1,23757,4.390196540533039,20000000,10555348,10555348
Everyone Says I Love You,6/12/96,"Comedy,Musical,Romance",101,Woody Allen,"writer,director,actor",1935,alive,6.7,37799,5.063916043268667,20000000,9725847,34600000
Death Sentence,31/8/07,"Action,Crime,Drama",105,James Wan,"producer,writer,director",1977,alive,6.7,72734,5.386566847736757,20000000,9534258,16907831
Popstar: Never Stop Never Stopping,3/6/16,"Comedy,Drama,Musical",87,-,-,-,-,6.7,63502,5.319654595015378,20000000,9496130,9537120
Thank You for Your Service,27/10/17,"Biography,Drama,War",109,Jason Hall,"actor,writer,producer",1972,alive,6.6,14281,4.513711799,20000000,9479390,9985316
Everybody's Fine,4/12/09,"Adventure,Drama",100,Kirk Jones,"director,writer,soundtrack",1964,alive,7.1,62365,5.635678303251637,20000000,9208876,9208876
Superbabies: Baby Geniuses 2,27/8/04,"Comedy,Family,Sci-Fi",88,Bob Clark,"director,writer,producer",1939,2007,1.5,31194,1.0102016920801513,20000000,9109322,9355369
Battle of the Year,20/9/13,"Drama,Music",110,Benson Lee,"producer,director,writer",\N,alive,4.9,9398,3.1662804917384664,20000000,8888355,16723377
Death at a Funeral,17/8/07,Comedy,90,Frank Oz,"actor,miscellaneous,soundtrack",1944,alive,7.3,117201,6.136991137476951,20000000,8580428,47289148
The Man,9/9/05,"Action,Comedy,Crime",83,Les Mayfield,"producer,director,camera_department",\N,alive,5.5,26038,3.9825065754849605,20000000,8330720,10393696
Code Name: The Cleaner,5/1/07,"Action,Comedy,Crime",84,Les Mayfield,"producer,director,camera_department",\N,alive,4.6,11885,3.043815718295513,20000000,8135024,8135024
Inherent Vice,12/12/14,"Comedy,Crime,Drama",148,Paul Thomas Anderson,"director,writer,producer",1970,alive,6.6,106234,5.488163482779299,20000000,8110975,14744495
Connie and Carla,16/4/04,"Comedy,Crime,Music",108,Michael Lembeck,"director,actor,soundtrack",1948,alive,6.2,8375,3.988717919476695,20000000,8047525,9649039
Machete Kills,11/10/13,"Action,Crime,Thriller",107,Robert Rodriguez,"producer,writer,director",1968,alive,5.6,80038,4.519988884832082,20000000,8008161,18273009
Sweet Charity,1/4/69,"Comedy,Drama,Music",149,Bob Fosse,"miscellaneous,soundtrack,actor",1927,1987,6.9,6114,4.294193075327082,20000000,8000000,8000000
Doogal,24/2/06,"Adventure,Animation,Comedy",85,-,-,-,-,2.8,5217,1.6315526800624083,20000000,7578946,28058652
Proof,16/9/05,"Drama,Mystery",100,John Madden,"director,producer,writer",1949,alive,6.7,45258,5.152695329945251,20000000,7535331,8284331
An American Carol,3/10/08,"Comedy,Fantasy",83,David Zucker,"writer,producer,director",1947,alive,4,9933,2.576799433,20000000,7013191,7022183
Willard,14/3/03,"Drama,Horror,Thriller",100,Glen Morgan,"producer,writer,director",1961,alive,6.1,19861,4.309806387490671,20000000,6882696,6882696
Strange Wilderness,1/2/08,"Adventure,Comedy",87,Fred Wolf,"writer,actor,director",1964,alive,5.2,22177,3.6966820068528827,20000000,6575282,6947084
Little Boy,24/4/15,"Drama,History,War",106,Alejandro Monteverde,"director,producer,writer",1977,alive,7.3,23369,5.270930986918632,20000000,6485961,17769299
Chasing Mavericks,25/10/12,"Biography,Drama,Sport",116,-,-,-,-,7.1,33343,5.308584742957426,20000000,6002756,8300821
A Most Violent Year,31/12/14,"Action,Crime,Drama",125,J.C. Chandor,"producer,director,writer",\N,alive,7,73894,5.6418082818701265,20000000,5749134,8869722
A Dangerous Method,23/11/11,"Biography,Drama,Romance",99,David Cronenberg,"actor,director,writer",1943,alive,6.4,104967,5.3122109673043685,20000000,5702083,14807531
A Scanner Darkly,7/7/06,"Animation,Comedy,Crime",100,Richard Linklater,"producer,director,writer",1960,alive,7,113291,5.861893225664766,20000000,5501616,7405084
Bandslam,14/8/09,"Comedy,Drama,Family",111,Todd Graff,"actor,writer,producer",1959,alive,6.3,14802,4.3191599696486636,20000000,5210988,12967829
Alone in the Dark,28/1/05,"Action,Horror,Sci-Fi",99,Uwe Boll,"producer,director,writer",1965,alive,2.4,45920,1.763699192665971,20000000,5178569,10588079
Birth,29/10/04,"Drama,Fantasy,Mystery",100,Jonathan Glazer,"director,writer,producer",1965,alive,6.2,37434,4.671747589324965,20000000,5005899,14603001
Hands of Stone,26/8/16,"Biography,Drama,Sport",111,Jonathan Jakubowicz,"director,writer,producer",1978,alive,6.6,16810,4.592885237882582,20000000,4712792,5031975
Tolkien,3/5/19,"Biography,Drama,Romance",112,Dome Karukoski,"director,producer,actor",1976,alive,6.8,42295,5.197692503303234,20000000,4535154,8969227
Passchendaele,24/10/08,"Drama,History,Romance",114,Paul Gross,"actor,producer,writer",1959,alive,6.4,8518,4.129611025355773,20000000,4452423,4453327
Flash of Genius,3/10/08,"Biography,Drama",119,Marc Abraham,"producer,writer,director",\N,alive,7,17351,4.895545601401967,20000000,4442377,4504111
The Cold Light of Day,4/4/12,"Action,Thriller",93,Mabrouk El Mechri,"director,writer,actor",1976,alive,4.9,38067,3.670591375531136,20000000,3763583,25361206
"Synecdoche, New York",24/10/08,Drama,124,Charlie Kaufman,"writer,producer,miscellaneous",1958,alive,7.5,93276,6.182745457,20000000,3083538,4383538
Suspiria,12/10/18,"Drama,Fantasy,Horror",152,Luca Guadagnino,"director,producer,writer",1971,alive,6.7,81530,5.4428434148410565,20000000,2483472,8075343
My All-American,13/11/15,"Biography,Drama,Sport",118,Angelo Pizzo,"writer,producer,assistant_director",\N,alive,7.1,6872,4.483536559536459,20000000,2246000,2246000
Can't Stop the Music,20/6/80,"Biography,Comedy,Musical",124,Nancy Walker,"actress,director,soundtrack",1922,1992,4.2,4223,2.4479247865455833,20000000,2000000,2000000
Marci X,22/8/03,"Comedy,Music",84,Richard Benjamin,"actor,director,producer",1938,alive,2.9,5400,1.7018867521393275,20000000,1646664,1646664
Equilibrium,6/12/02,"Action,Drama,Sci-Fi",107,Kurt Wimmer,"writer,director,producer",1964,alive,7.3,334900,6.7009128761756855,20000000,1190018,5345869
The Children of Huang Shi,23/5/08,"Drama,War",125,Roger Spottiswoode,"director,producer,editor",1945,alive,7,9755,4.598957675928198,20000000,1031872,8221700
The Yards,20/10/00,"Crime,Drama,Romance",115,James Gray,"director,writer,producer",1969,alive,6.4,21945,4.575232553077567,20000000,882710,2282710
Middle Men,6/8/10,"Action,Comedy,Crime",82,Matt Marshall,"director,actor,writer",\N,alive,5.8,56,1.5859318492438317,20000000,754301,754301
All Good Things,3/12/10,"Crime,Drama,Mystery",101,Andrew Jarecki,"music_department,producer,director",1963,alive,6.3,57228,4.945973460656619,20000000,582024,873617
By the Sea,12/11/15,"Drama,Romance",122,Angelina Jolie,"actress,producer,director",1975,alive,5.3,21657,3.761054924284926,20000000,538460,3727746
Steamboy,22/10/04,"Action,Adventure,Animation",126,Katsuhiro Ôtomo,"writer,director,animation_department",1954,alive,6.8,18000,4.770278546728437,20000000,468867,10468867
The Game of Their Lives,22/4/05,"Drama,History,Sport",101,David Anspaugh,"producer,director",1946,alive,6.1,3419,3.5201689843546147,20000000,375474,375474
Rapa Nui,11/9/94,"Action,Adventure,Drama",107,Kevin Reynolds,"director,writer,assistant_director",1952,alive,6.4,5056,3.883996907274811,20000000,305070,305070
The Tempest,10/12/10,"Comedy,Drama,Fantasy",110,Julie Taymor,"director,miscellaneous,producer",1952,alive,5.3,7968,3.371147772,20000000,277943,277943
The Tempest,10/12/10,Drama,131,Des McAnuff,"miscellaneous,director,producer",1952,alive,8.1,142,2.821637334218208,20000000,277943,277943
Regression,1/10/15,"Adventure,Crime,Drama",106,Alejandro Amenábar,"writer,director,composer",1972,alive,5.6,40892,4.243289451647118,20000000,55039,15824374
The Shape of Water,1/12/17,"Drama,Fantasy,Romance",123,Guillermo del Toro,"writer,producer,director",1964,alive,7.3,425055,6.828949888463381,19500000,63859435,195790794
The Painted Veil,20/12/06,"Drama,Romance",125,John Curran,"director,writer,producer",1960,alive,7.4,93798,6.101589573575366,19400000,8060487,15118795
The Devil's Double,29/7/11,"Biography,Drama,Thriller",109,Lee Tamahori,"director,assistant_director,sound_department",1950,alive,7.1,62619,5.637801543238064,19100000,1361512,5965646
Back to the Future,3/7/85,"Adventure,Comedy,Sci-Fi",116,Robert Zemeckis,"producer,writer,director",1952,alive,8.5,1214789,8.629912220406062,19000000,212259762,385510132
Dances with Wolves,9/11/90,"Adventure,Drama,Western",181,Kevin Costner,"actor,producer,soundtrack",1955,alive,8,269609,7.228463785980304,19000000,184208842,424208805
Scary Movie,7/7/00,Comedy,88,Keenen Ivory Wayans,"writer,producer,actor",1958,alive,6.2,265877,5.566039460138247,19000000,157019771,277200000
Bad Teacher,24/6/11,"Comedy,Romance",92,Jake Kasdan,"producer,director,actor",1974,alive,5.6,205544,4.9085896058157905,19000000,100292856,215448997
Sausage Party,10/8/16,"Adventure,Animation,Comedy",89,-,-,-,-,6.1,197938,5.341704090057759,19000000,97670358,141344255
Sea of Love,15/9/89,"Crime,Drama,Mystery",113,Harold Becker,"director,producer,cinematographer",1928,alive,6.8,41639,5.189871823310712,19000000,58571513,110879513
Just Married,10/1/03,"Comedy,Romance",95,Shawn Levy,"producer,director,actor",1968,alive,5.4,71994,4.311770435628929,19000000,56127162,101564935
A Cinderella Story,16/7/04,"Comedy,Family,Romance",95,Mark Rosman,"director,writer,producer",1959,alive,5.9,89512,4.8177559090592945,19000000,51438175,70112484
The Shining,23/5/80,"Drama,Horror",146,Stanley Kubrick,"director,writer,producer",1928,1999,8.4,1030407,8.425094825131161,19000000,44568631,45613093
House on Haunted Hill,29/10/99,"Crime,Fantasy,Horror",93,William Malone,"director,writer,actor",1953,alive,5.6,57893,4.386533352544241,19000000,40846082,65090541
The Crazies,26/2/10,"Adventure,Horror",101,Breck Eisner,"director,producer,actor",1970,alive,6.5,123139,5.473633312556826,19000000,39123589,56445534
Notorious,16/1/09,"Biography,Crime,Drama",122,George Tillman Jr.,"producer,director,writer",1969,alive,6.7,44471,5.144047867,19000000,36843682,44972183
The Switch,20/8/10,"Comedy,Drama,Romance",101,-,-,-,-,6.1,107771,5.0688533435942285,19000000,27758465,49858465
Leap Year,8/1/10,"Comedy,Romance",100,Anand Tucker,"producer,director,writer",1963,alive,6.4,106367,5.318449835787736,19000000,25918920,32618920
Leap Year,8/1/10,"Drama,Romance",94,Michael Rowe,"director,writer,producer",\N,alive,5.9,2618,3.2845556541721828,19000000,25918920,32618920
The Book Thief,8/11/13,"Drama,War",131,Brian Percival,"director,producer",\N,alive,7.5,137424,6.396577607267742,19000000,21488481,76086711
Gone Baby Gone,19/10/07,"Crime,Drama,Mystery",114,Ben Affleck,"producer,actor,writer",1972,alive,7.6,276217,6.873988928435918,19000000,20300218,34359030
Thomas and the Magic Railroad,26/7/00,"Adventure,Comedy,Drama",85,Britt Allcroft,"writer,producer,miscellaneous",1943,alive,4.1,4464,2.4032439274889352,19000000,15911332,15911332
Gone,24/2/12,"Action,Adventure,Mystery",94,Heitor Dhalia,"director,producer,writer",1970,alive,5.9,44938,4.518627175822669,19000000,11682205,18100189
Sex Drive,17/10/08,"Comedy,Romance",109,Sean Anders,"writer,director,producer",\N,alive,6.5,88718,5.316842463127516,19000000,8402485,10412485
Firestorm,9/1/98,"Action,Thriller",89,Dean Semler,"cinematographer,camera_department,assistant_director",1943,alive,4.8,4082,2.8044681498046504,19000000,8123860,8123860
Take Me Home Tonight,4/3/11,"Comedy,Drama,Romance",114,Michael Dowse,"director,writer,producer",1973,alive,6.3,53873,4.917970238170676,19000000,6928068,7576604
Won't Back Down,28/9/12,Drama,121,Daniel Barnz,"writer,director,producer",\N,alive,6.4,6705,4.016916081813124,19000000,5310554,5745503
Action Point,1/6/18,Comedy,85,Tim Kirkby,"director,producer,writer",1970,alive,5.1,11726,3.383940652229863,19000000,5059608,5103675
The Fall of the Roman Empire,1/1/64,"Drama,History,War",188,Anthony Mann,"director,writer,assistant_director",1906,1967,6.7,9463,4.381228579854889,19000000,4750000,4750000
The Nutcracker,1/1/93,"Family,Fantasy,Music",92,Emile Ardolino,"director,producer,miscellaneous",1943,1993,5.8,2215,3.155318455435112,19000000,2119994,2119994
Kansas City,16/8/96,"Crime,Drama,Music",116,Robert Altman,"director,producer,writer",1925,2006,6.3,5077,3.8231708766639345,19000000,1353824,1353824
The Amityville Horror,15/4/05,Horror,90,Andrew Douglas,"director,producer,cinematographer",\N,alive,5.9,113614,4.921258476092307,18500000,65233369,109175673
The Invention of Lying,2/10/09,"Comedy,Fantasy,Romance",100,-,-,-,-,6.3,143085,5.370743988367327,18500000,18451251,32714818
Fear and Loathing in Las Vegas,22/5/98,"Adventure,Comedy,Drama",118,Terry Gilliam,"writer,actor,animation_department",1940,alive,7.5,286593,6.802155946594468,18500000,10680275,13711903
The Hunt,12/3/20,"Action,Horror,Thriller",90,Craig Zobel,"director,producer,writer",\N,alive,6.5,116968,5.449045461511775,18200000,5812500,12400979
Neighbors,9/5/14,Comedy,97,Nicholas Stoller,"producer,writer,director",1976,alive,6.3,314885,5.736356481,18000000,150086800,270944428
Borat,3/11/06,Comedy,84,Larry Charles,"producer,writer,miscellaneous",1956,alive,7.3,415617,6.8168896654542275,18000000,128505958,261443242
The Mask,29/7/94,"Action,Comedy,Crime",101,Chuck Russell,"director,producer,writer",1958,alive,6.9,392194,6.4066893787509125,18000000,119920129,351620129
Big,3/6/88,"Comedy,Drama,Fantasy",104,Penny Marshall,"actress,director,producer",1943,2018,7.3,225376,6.488188759191168,18000000,114968774,151665347
Legally Blonde,13/7/01,"Comedy,Romance",96,Robert Luketic,"director,producer,writer",1973,alive,6.4,223560,5.668212643211157,18000000,96493426,141809235
Mean Girls,30/4/04,Comedy,97,Mark Waters,"writer,miscellaneous",1964,alive,7.1,391171,6.594847280986884,18000000,86047227,130714469
Star Trek III: The Search for Spock,1/6/84,"Action,Adventure,Sci-Fi",105,Leonard Nimoy,"actor,director,soundtrack",1931,2015,6.6,82074,5.362868672837397,18000000,76471046,87000000
The Exorcism of Emily Rose,9/9/05,"Drama,Horror,Thriller",119,Scott Derrickson,"producer,director,writer",1966,alive,6.7,132451,5.682044847873672,18000000,75072454,144529078
Deuce Bigalow: Male Gigolo,10/12/99,"Comedy,Romance",88,Mike Mitchell,"miscellaneous,writer,director",1970,alive,5.7,76640,4.584863437562354,18000000,65535067,92935067
Barbershop 2: Back in Business,6/2/04,"Comedy,Drama",106,Kevin Rodney Sullivan,"director,actor,writer",1958,alive,5.7,15321,3.909708930793769,18000000,65070412,65842412
The Family Stone,16/12/05,"Comedy,Drama,Romance",103,Thomas Bezucha,"director,writer,producer",1964,alive,6.3,70334,5.041557504813517,18000000,60062868,92357499
Bad Santa,26/11/03,"Comedy,Crime,Drama",92,Terry Zwigoff,"director,writer,producer",1949,alive,7.1,147996,6.087111945278878,18000000,60060328,77147031
Predator,12/6/87,"Action,Adventure,Horror",107,John McTiernan,"director,producer,writer",1951,alive,7.8,428256,7.3100211784785625,18000000,59735548,98267558
My Big Fat Greek Wedding 2,23/3/16,"Comedy,Romance",94,Kirk Jones,"director,writer,soundtrack",1964,alive,6,31725,4.443744753010987,18000000,59689605,92096558
The Perfect Guy,9/9/15,"Drama,Romance,Thriller",100,David M. Rosenthal,"director,writer,producer",1969,alive,5.6,10890,3.698149391272417,18000000,57027435,60278166
Austin Powers: International Man of Mystery,2/5/97,"Adventure,Comedy",94,Jay Roach,"producer,director,writer",1957,alive,7,244212,6.2574725909503295,18000000,53883989,67683989
Diary of a Wimpy Kid: Rodrick Rules,25/3/11,"Comedy,Family",100,David Bowers,"animation_department,director,writer",\N,alive,6.5,32779,4.840672837709215,18000000,52698535,73695194
Amadeus,19/9/84,"Biography,Drama,Music",160,Milos Forman,"director,writer,actor",1932,2018,8.4,404677,7.847470905033015,18000000,51973029,51973029
Old,21/7/21,"Drama,Horror,Mystery",108,M. Night Shyamalan,"producer,director,writer",1970,alive,5.8,124280,4.873904057762453,18000000,48276510,89836797
The Forever Purge,1/7/21,"Action,Crime,Horror",103,Everardo Gout,"director,producer,writer",\N,alive,5.4,35528,4.031168774,18000000,44539245,76950525
Prom Night,11/4/08,Horror,88,Nelson McCormick,"director,producer,writer",\N,alive,3.9,36624,2.883498621104652,18000000,43869350,57193655
Soul Surfer,8/4/11,"Biography,Drama,Family",112,Sean McNamara,"producer,director,writer",1962,alive,7,50534,5.446106116043739,18000000,43853424,47135489
Under the Tuscan Sun,26/9/03,"Comedy,Drama,Romance",113,Audrey Wells,"writer,script_department,director",1960,2018,6.7,54155,5.2411660537485805,18000000,43601508,57490024
